"";"Onderwerpen";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Huishoudelijk afval naar soort afval";"Kenmerken gemeente";"Kenmerken gemeente";"Kenmerken gemeente";"Kenmerken gemeente"
"";"Onderwerpen";"Totaal huishoudelijk afval";"Huishoudelijk restafval";"Grof huishoudelijk restafval";"Verbouwingsrestafval";"GFT-afval";"Oud papier en karton";"Verpakkingsglas";"Textiel";"Klein chemisch afval (KCA)";"Metalen verpakkingen (blik)";"Drankenkartons";"Kunststof verpakkingen";"Overige kunststoffen";"Luiers";"Wit- en bruingoed";"Grof tuinafval";"Bruikbaar huisraad";"Vloerbedekking";"Vlakglas";"Metalen";"Houtafval (A- en B-hout)";"Houtafval (C-hout)";"Schoon puin";"Bitumenhoudende dakbedekking";"Asbesthoudend afval";"Autobanden";"Schone grond";"Overige afvalstoffen";"Gemeentecode";"Provincie";"Stedelijkheid";"Inwoners per 1 januari"
"Regio's";"Perioden";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"kg per inwoner";"";"";"";"aantal"
"Schagen";"2006";"576";"235";"27";"-";"107";"64";"27";".";"1";"-";"-";"-";".";".";"2";"21";"-";"-";"1";"5";"30";".";"36";"-";"1";"-";"8";"9";"0441";"Noord-Holland";"Matig stedelijk";"18749"
"Schagen";"2007";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";"0441";"Noord-Holland";"Matig stedelijk";"19083"
"Schagen";"2008";".";"244";".";"-";"100";"67";"27";"4";"1";"-";"-";"-";"-";"-";".";".";"-";"-";".";".";".";".";".";"-";".";"-";".";"-";"0441";"Noord-Holland";"Matig stedelijk";"19064"
"Schagen";"2009";".";"240";"22";"-";"101";".";".";".";"1";"-";"-";"1";"-";"-";".";"21";"-";"-";"1";"11";"25";"4";"34";"-";"0";"0";"9";"4";"0441";"Noord-Holland";"Matig stedelijk";"18759"
"Schagen";"2010";".";"244";"25";"-";"102";"65";"23";"4";"2";"-";"-";"4";"-";"-";"7";"23";"-";"-";"1";".";".";".";"38";"-";"0";"1";"7";"4";"0441";"Noord-Holland";"Matig stedelijk";"18736"
"Schagen";"2011";".";"241";"26";"-";"99";"67";"21";"4";"2";"-";"-";"4";"-";"-";"7";"22";"-";"-";"1";".";".";".";"41";"-";"0";"0";"11";"4";"0441";"Noord-Holland";"Matig stedelijk";"18671"
"Schagen";"2012*";"593";"240";"24";"-";"115";"62";"21";"3";"1";"-";"-";"4";"-";"-";"6";"26";"-";"-";"1";"6";"28";"6";"36";"-";"0";"-";"10";"3";"0441";"Noord-Holland";"Matig stedelijk";"18653"
"Scheemda";"2002";"796";"265";"84";"-";"195";"58";"9";"4";"2";"-";"-";"-";".";".";"1";"119";"-";"-";".";"-";"-";".";"55";"-";"2";"0";"-";"-";"0039";"Groningen";"Niet stedelijk";"14366"
"Scheemda";"2003";"776";"259";"80";"-";"187";"60";"9";"4";"2";"-";"-";"-";".";".";".";"112";"-";"-";".";"-";"-";".";"56";"-";".";"0";"-";"-";"0039";"Groningen";"Niet stedelijk";"14370"
"Scheemda";"2004";"696";"261";"65";"-";"207";"63";"9";"4";"2";"-";"-";"-";".";".";"4";"32";"-";"1";"-";"0";"14";".";"31";"1";"1";"0";"-";"0";"0039";"Groningen";"Niet stedelijk";"14328"
"Scheemda";"2005";"679";"260";"46";"-";"200";"64";"9";"4";"2";"-";"-";"-";".";".";"3";"32";"-";"2";"1";"1";"19";".";"35";"1";"1";"0";"-";"-";"0039";"Groningen";"Niet stedelijk";"14173"
"Scheemda";"2006";"708";"259";"51";"-";"190";"67";"10";"5";"2";"-";"-";"-";".";".";"4";"48";"-";"2";"1";"4";"24";".";"40";"1";"1";"0";"-";"-";"0039";"Groningen";"Niet stedelijk";"14109"
"Scheemda";"2007";"751";"277";"57";"-";"198";"64";"15";"4";"2";"-";"-";"-";"-";"-";".";"54";"-";"2";"1";"5";"25";"-";"40";"1";"1";"0";"-";"-";"0039";"Groningen";"Niet stedelijk";"14117"
"Scheemda";"2008";"756";"275";"64";"-";"192";"64";"15";"5";"2";"-";"-";"-";"-";"-";".";"60";"-";"2";"1";"4";"25";"-";"40";"1";"1";"0";"-";"-";"0039";"Groningen";"Niet stedelijk";"14234"
"Scheemda";"2009";"747";"251";"36";"-";"204";"82";"16";"6";"2";"-";"-";"2";"-";"-";"5";"60";"-";"1";"0";"4";"29";"-";"46";"2";"1";"0";"-";"-";"0039";"Groningen";"Niet stedelijk";"14255"
"Scheemda";"2010";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"";"";"";" "
"Scheemda";"2011";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"";"";"";" "
"Scheemda";"2012*";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"";"";"";" "
"Schermer";"2002";"543";"223";"29";"7";"145";"73";"16";"0";".";"-";"-";"-";".";".";"0";"23";"-";"-";"-";"3";"-";".";"23";"-";"0";"-";"-";"-";"0458";"Noord-Holland";"Niet stedelijk";"4892"
"Schermer";"2003";"517";"224";"27";"3";"140";"73";"16";"1";".";"-";"-";"-";".";".";"0";"16";"-";"-";"-";"3";"-";".";"12";"1";"0";"-";"-";"-";"0458";"Noord-Holland";"Niet stedelijk";"4849"
"Schermer";"2004";"553";"237";"25";"1";"156";"76";"17";"0";"0";"-";"-";"-";".";".";"5";"4";"-";"-";"-";"3";"12";".";"13";"1";"0";"-";"-";"2";"0458";"Noord-Holland";"Niet stedelijk";"4900"
"Schermer";"2005";"548";"232";"22";"1";"153";"81";"17";".";"0";"-";"-";"-";".";".";"1";"5";"-";"-";"-";"3";"14";".";"14";"1";"0";"-";"-";"3";"0458";"Noord-Holland";"Niet stedelijk";"4878"
"Schermer";"2006";"565";"252";"23";"0";"151";"80";"16";"0";"0";"-";"-";"-";".";".";"2";"5";"-";"-";"-";"3";"15";".";"14";"1";"0";"-";"-";"3";"0458";"Noord-Holland";"Niet stedelijk";"4895"
"Schermer";"2007";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";"0458";"Noord-Holland";"Niet stedelijk";"5139"
"Schermer";"2008";"546";"232";"32";"0";"146";"77";"17";"0";"0";"-";"-";"-";"-";"-";"3";"5";"-";"-";"-";"5";"13";"2";"14";"0";"0";"-";"-";"-";"0458";"Noord-Holland";"Niet stedelijk";"5307"
"Schermer";"2009";"526";"226";"24";"-";"151";"69";"14";"0";"0";"-";"-";".";"-";"-";"2";"5";"-";"-";"-";"3";"15";"-";"12";"1";"0";"-";"-";"-";"0458";"Noord-Holland";"Niet stedelijk";"5324"
"Schermer";"2010";"515";"218";"23";"-";"143";"69";"15";"0";"1";"-";"-";"4";"-";"-";"2";"5";"-";"-";"-";"3";"13";"2";"13";"1";"0";"-";"-";"2";"0458";"Noord-Holland";"Niet stedelijk";"5360"
"Schermer";"2011";"539";"231";"29";"-";"140";"68";"16";"0";"0";"-";"-";"4";"0";"-";"2";"5";"-";"-";"-";"3";"16";"2";"16";"1";"0";"-";"-";"2";"0458";"Noord-Holland";"Niet stedelijk";"5359"
"Schermer";"2012*";"513";"214";"23";"0";"143";"65";"15";"2";"1";"-";"-";"5";"0";"-";"2";"6";"-";"-";"-";"3";"15";"2";"14";"1";"0";"-";"-";"2";"0458";"Noord-Holland";"Niet stedelijk";"5456"
"Scherpenzeel";"2002";"490";"210";"4";"-";"165";"71";"17";"5";"1";"1";"-";"-";".";".";"4";"2";"-";"-";"0";"1";"3";".";"5";"0";"0";"-";"2";"-";"0279";"Gelderland";"Weinig stedelijk";"9077"
"Scherpenzeel";"2003";"496";"207";"4";"-";"173";"68";"17";"4";"1";"1";"-";"-";".";".";"3";"5";"-";"-";"0";"2";"3";".";"6";"0";"0";"0";"1";"-";"0279";"Gelderland";"Weinig stedelijk";"9039"
"Scherpenzeel";"2004";"486";"205";"4";"-";"164";"67";"18";"5";"1";"1";"-";"-";".";".";"3";"3";"-";"-";"0";"1";"3";".";"5";"0";"0";"0";"1";"5";"0279";"Gelderland";"Weinig stedelijk";"9033"
"Scherpenzeel";"2005";"499";"209";"6";"-";"164";"73";"17";"5";"1";"0";"-";"-";".";".";"4";"4";"-";"-";"0";"1";"3";".";"9";"0";"0";"0";"1";"-";"0279";"Gelderland";"Weinig stedelijk";"8961"
"Scherpenzeel";"2006";"524";"211";"18";"-";"162";"77";"15";"4";"1";"0";"-";"-";".";".";".";"3";"-";"-";"0";"1";"7";".";"15";"1";"1";"0";"4";"-";"0279";"Gelderland";"Weinig stedelijk";"8933"
"Scherpenzeel";"2007";"510";"218";"4";"-";"164";"77";"16";"6";"1";"0";"-";"-";"-";"4";".";"4";"-";"0";"0";"1";"3";"0";"4";"0";"0";"0";"2";"-";"0279";"Gelderland";"Weinig stedelijk";"8926"
"Scherpenzeel";"2008";"531";"222";"25";"6";"160";"74";"15";"8";"1";"0";"-";"-";"-";"3";".";"3";"-";"0";"0";"0";"0";"-";"5";"0";"0";"0";"2";"-";"0279";"Gelderland";"Weinig stedelijk";"9037"
"Scherpenzeel";"2009";"467";"203";"4";"0";"151";"73";"15";"5";"1";"0";"-";"-";"-";"3";"2";"2";"-";"0";"0";"1";"2";"0";"3";"0";"0";"0";"1";"-";"0279";"Gelderland";"Weinig stedelijk";"9141"
"Scherpenzeel";"2010";"444";"185";"3";"1";"141";"73";"15";"5";"1";"-";"-";"5";"-";"3";"1";"2";"-";"-";"0";"1";"3";"0";"3";"0";"0";"0";"2";"-";"0279";"Gelderland";"Weinig stedelijk";"9316"
"Scherpenzeel";"2011";"442";"186";"3";"1";"142";"68";"15";"5";"1";"-";"-";"8";"-";"3";"1";"2";"-";"-";"0";"1";"2";"0";"4";"0";"0";"0";"1";"0";"0279";"Gelderland";"Weinig stedelijk";"9327"
"Scherpenzeel";"2012*";"439";"186";"3";"0";"144";"66";"16";"4";"1";"-";"-";"8";"-";"3";"1";"2";"-";"-";"0";"0";"1";"0";"2";"0";"0";"0";"1";"0";"0279";"Gelderland";"Weinig stedelijk";"9354"
"Schiedam";"2002";"522";"306";"57";"-";"21";"44";"20";"2";"1";"-";"0";"-";".";".";"3";"5";"-";"2";"1";"6";"25";".";"26";"-";"1";"0";"1";"-";"0606";"Zuid-Holland";"Zeer sterk stedelijk";"76601"
"Schiedam";"2003";"515";"304";"54";"-";"20";"42";"20";"2";"1";"-";"0";"-";".";".";"4";"6";"-";"2";"1";"7";"26";".";"25";"-";"2";"0";"1";"-";"0606";"Zuid-Holland";"Zeer sterk stedelijk";"75802"
"Schiedam";"2004";"526";"313";"56";"-";"21";"43";"15";"2";"2";"-";"-";"-";".";".";"7";"5";"-";"2";"2";"7";"27";".";"22";"-";"2";"0";"-";"0";"0606";"Zuid-Holland";"Zeer sterk stedelijk";"75619"
"Schiedam";"2005";"524";"317";"52";"-";"21";"44";"15";"2";"1";"-";"-";"-";".";".";"5";"4";"-";"1";"1";"7";"27";".";"22";"-";"1";"0";"-";"2";"0606";"Zuid-Holland";"Zeer sterk stedelijk";"75487"
"Schiedam";"2006";"536";"319";"53";"0";"20";"39";"27";"4";"2";"-";"-";"1";".";".";".";"4";"-";"0";"1";"8";"27";".";"25";"-";"1";"0";"-";"4";"0606";"Zuid-Holland";"Zeer sterk stedelijk";"75389"
"Schiedam";"2007";"513";"316";"51";"1";"22";"40";"16";"1";"2";"-";"-";"-";"1";"-";".";"4";"-";"-";"1";"6";"28";"0";"18";"-";"0";"0";"-";"2";"0606";"Zuid-Holland";"Zeer sterk stedelijk";"75162"
"Schiedam";"2008";"508";"312";"46";"1";"22";"42";"15";"2";"1";"-";"0";"1";"-";"-";".";"3";"-";"-";"1";"7";"25";"0";"17";"0";"0";"0";"2";"7";"0606";"Zuid-Holland";"Zeer sterk stedelijk";"74947"
"Schiedam";"2009";"514";"329";"42";"0";"22";"36";"14";".";"1";"-";"-";"1";"-";"-";"6";"4";"-";"-";"1";"5";"23";"1";"21";"1";"0";"0";"1";"1";"0606";"Zuid-Holland";"Zeer sterk stedelijk";"75326"
"Schiedam";"2010";"509";"332";"39";"1";"21";"33";"14";".";"1";"-";"-";"1";"1";"-";"6";"4";"-";"-";"1";"5";"24";"1";"21";"0";"0";"0";"1";"1";"0606";"Zuid-Holland";"Zeer sterk stedelijk";"75565"
"Schiedam";"2011";"504";"336";"35";"5";"21";"30";"14";"2";"1";"-";"-";"1";"1";"-";"6";"4";"-";"-";"1";"4";"23";"2";"15";"1";"0";"0";"2";"1";"0606";"Zuid-Holland";"Zeer sterk stedelijk";"75718"
"Schiedam";"2012*";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";"0606";"Zuid-Holland";"Zeer sterk stedelijk";"76244"
"Schiermonnikoog";"2002";"1589";"529";"489";"26";"275";"144";"113";"5";"4";"-";"-";"-";".";".";"4";"-";"-";"-";"-";"-";"-";".";"-";"-";"-";"-";"-";"-";"0088";"Friesland";"Niet stedelijk";"1020"
"Schiermonnikoog";"2003";"1543";"520";"478";"-";"-";"132";"99";"5";"5";"-";"-";"-";".";".";"10";"290";"-";"-";"-";"-";"-";".";"-";"-";"4";"-";"-";"-";"0088";"Friesland";"Niet stedelijk";"1000"
"Schiermonnikoog";"2004";"1490";"514";"474";"-";"282";"93";"111";"-";"4";"-";"-";"-";".";".";"12";"-";"-";"-";"-";"-";"-";".";"-";"-";"-";"-";"-";"-";"0088";"Friesland";"Niet stedelijk";"992"
"Schiermonnikoog";"2005";"1503";"474";"438";"-";"301";"158";"116";".";"4";"-";"-";"-";".";".";"10";"-";"-";"-";"-";"-";"-";".";"-";"-";"-";"-";"-";"-";"0088";"Friesland";"Niet stedelijk";"997"
"Schiermonnikoog";"2006";"1566";"485";"447";"-";"335";"157";"122";".";"3";"-";"-";"-";".";".";"16";"-";"-";"-";"-";"-";"-";".";"-";"-";"-";"-";"-";"-";"0088";"Friesland";"Niet stedelijk";"986"
"Schiermonnikoog";"2007";"1565";"481";"444";"-";"307";"212";"104";".";"4";"-";"-";"-";"-";"-";"12";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0088";"Friesland";"Niet stedelijk";"946"
"Schiermonnikoog";"2008";"1632";"506";"200";"-";"326";"175";"82";".";"4";"-";"-";"-";"-";"-";"13";"326";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0088";"Friesland";"Niet stedelijk";"951"
"Schiermonnikoog";"2009";".";"439";"205";"-";".";"178";"68";".";"6";"-";"-";"-";"-";"-";"18";"307";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0088";"Friesland";"Niet stedelijk";"946"
"Schiermonnikoog";"2010";".";"454";"227";"-";".";"189";"74";".";"6";"-";"-";"-";"-";"-";"17";"329";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0088";"Friesland";"Niet stedelijk";"942"
"Schiermonnikoog";"2011";".";"426";"285";"-";".";"184";"115";".";"7";"-";"-";"-";"-";"-";"18";"578";"-";"-";"-";"14";"-";"-";"312";"-";"10";"-";"-";"-";"0088";"Friesland";"Niet stedelijk";"957"
"Schiermonnikoog";"2012*";".";"426";"236";"-";".";"164";"10";".";"7";"-";"-";"-";"-";"-";"20";"409";"-";"-";"-";"14";"-";"-";"321";"-";"11";"-";"-";"-";"0088";"Friesland";"Niet stedelijk";"932"
"Schijndel";"2002";"545";"180";"37";"-";"142";"65";"20";"5";"1";"-";"-";"-";".";".";"3";"29";".";"-";"0";"1";"15";".";"32";"-";"2";"0";"3";"4";"0844";"Noord-Brabant";"Weinig stedelijk";"23420"
"Schijndel";"2003";"556";"173";"40";"-";"135";"64";"20";"5";"1";"-";"-";"-";".";".";".";"31";".";"-";"0";"3";"22";".";"43";"-";"2";"0";"4";"6";"0844";"Noord-Brabant";"Weinig stedelijk";"23400"
"Schijndel";"2004";"590";"174";"41";"-";"146";"67";"21";"5";"1";"-";"-";"-";".";".";"3";"33";".";"-";"1";"4";"24";".";"49";"-";"2";"0";"5";"8";"0844";"Noord-Brabant";"Weinig stedelijk";"23319"
"Schijndel";"2005";"612";"179";"50";"-";"140";"69";"23";"5";"1";"-";"-";"-";".";".";"3";"34";".";"-";"1";"7";"28";".";"54";"2";"1";"0";"3";"8";"0844";"Noord-Brabant";"Weinig stedelijk";"22990"
"Schijndel";"2006";"615";"181";"55";"-";"137";"71";"23";"6";"1";"-";"-";"-";".";".";"2";"34";"-";"-";"0";"3";"32";".";"63";"2";"1";"0";"4";"-";"0844";"Noord-Brabant";"Weinig stedelijk";"22935"
"Schijndel";"2007";"589";"178";"50";"-";"142";"73";"23";"6";"1";"-";"-";"-";"-";"-";"2";"30";"-";"-";"1";"6";"30";"-";"41";"3";"1";"0";"1";"-";"0844";"Noord-Brabant";"Weinig stedelijk";"22912"
"Schijndel";"2008";"572";"184";"37";"-";"142";"72";"21";"6";"1";"-";"-";"-";"-";"-";"3";"28";"-";"-";"1";"8";"24";"-";"35";"1";"1";"0";"1";"6";"0844";"Noord-Brabant";"Weinig stedelijk";"22878"
"Schijndel";"2009";"529";"175";"35";"-";"136";"64";"21";"6";"1";"-";"-";"0";"-";"-";"3";"26";".";"-";"1";"9";"21";"-";"22";"1";".";".";"5";"-";"0844";"Noord-Brabant";"Weinig stedelijk";"22889"
"Schijndel";"2010";"569";"166";"31";"-";"157";"77";"20";"4";"2";"-";"-";"9";"-";"-";".";"32";".";"2";"1";"7";"22";"-";"20";"1";"1";"0";"9";"-";"0844";"Noord-Brabant";"Weinig stedelijk";"22991"
"Schijndel";"2011";"512";"134";"36";"-";"93";"73";"22";"6";"2";"-";"-";"15";"-";"-";"4";"49";".";"2";"1";"9";"24";"-";"24";"1";"1";"0";"10";"0";"0844";"Noord-Brabant";"Weinig stedelijk";"23044"
"Schijndel";"2012*";"505";"130";"37";"-";"86";"70";"24";"5";"2";"-";"-";"17";"1";"-";"5";"40";".";"3";"1";"5";"29";"-";"35";"2";"1";"0";"10";"0";"0844";"Noord-Brabant";"Weinig stedelijk";"23016"
"Schinnen";"2002";"470";"157";"29";"-";"72";"74";"27";"2";"2";"3";"-";"-";".";".";"1";"44";"9";"-";"-";"-";"30";".";"17";"-";"3";"0";"-";"-";"0962";"Limburg";"Niet stedelijk";"13677"
"Schinnen";"2003";"428";"153";"11";"-";"71";"72";"26";"3";"2";"3";"-";"-";".";".";"2";"33";"10";"-";"-";"-";"27";".";"15";"-";"2";"0";"-";"-";"0962";"Limburg";"Niet stedelijk";"13598"
"Schinnen";"2004";"432";"117";"50";"-";"65";"80";"26";"3";"2";"2";"-";"-";".";".";"3";"38";"11";"-";"-";"-";"27";".";"9";"0";"1";"0";"-";"-";"0962";"Limburg";"Niet stedelijk";"13634"
"Schinnen";"2005";"460";"122";"58";"-";"62";"80";"27";"3";"2";"3";"-";"-";".";".";"6";"37";"11";"-";"-";"-";"31";".";"12";"4";"3";"0";"-";"-";"0962";"Limburg";"Niet stedelijk";"13535"
"Schinnen";"2006";"479";"123";"60";"-";"62";"87";"29";"5";"2";"3";"-";"-";".";".";"3";"43";"11";"-";"-";"-";"34";".";"13";"4";"2";"0";"-";"-";"0962";"Limburg";"Niet stedelijk";"13439"
"Schinnen";"2007";"499";"128";"68";"-";"64";"85";"22";"2";"2";"2";"-";"-";"-";"-";"5";"47";"11";"-";"-";"-";"36";"2";"19";"3";"2";"-";"-";"-";"0962";"Limburg";"Niet stedelijk";"13448"
"Schinnen";"2008";"505";"132";"68";"-";"64";"84";"25";"5";"1";"2";"-";"-";"-";"-";"5";"45";"8";"-";"-";"-";"36";"4";"20";"2";"2";"-";"-";"-";"0962";"Limburg";"Niet stedelijk";"13418"
"Schinnen";"2009";"518";"127";"74";"-";"64";"85";"27";"5";"1";"3";"-";"-";"-";"-";"5";"47";"7";"-";"-";"-";"39";"3";"25";"2";"2";"-";"-";"-";"0962";"Limburg";"Niet stedelijk";"13478"
"Schinnen";"2010";"484";"119";"64";"-";"58";"80";"16";"5";"2";"3";"-";"15";"-";"-";"5";"39";"7";"-";"-";"-";"41";"4";"24";".";"3";"-";"-";"-";"0962";"Limburg";"Niet stedelijk";"13494"
"Schinnen";"2011";"475";"105";"67";"-";"66";"80";"16";"4";"2";"3";"-";"17";"-";"-";"6";"38";"6";"-";"-";"-";"41";"3";"18";"-";"3";"-";"-";"-";"0962";"Limburg";"Niet stedelijk";"13408"
"Schinnen";"2012*";"450";"117";"55";"-";"68";"75";"29";"5";"2";"3";"-";"16";"-";"-";".";"23";"6";"-";"1";"2";"25";"3";"12";"2";"1";"-";"-";"-";"0962";"Limburg";"Niet stedelijk";"13202"
"Schipluiden";"2002";"557";"272";"2";"3";"163";"72";"19";"4";"0";"-";"-";"-";".";".";"2";"-";"-";"-";"-";"-";"1";".";"19";"-";"0";"-";"-";"-";"0607";"Zuid-Holland";"Matig stedelijk";"11164"
"Schipluiden";"2003";"580";"281";"3";"2";"149";"79";"20";"4";"0";"-";"-";"-";".";".";"1";"-";"-";"-";"-";"1";"3";".";"33";"-";"0";"-";"-";"1";"0607";"Zuid-Holland";"Matig stedelijk";"11175"
"Schipluiden";"2004";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"";"";"";" "
"Schipluiden";"2005";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"";"";"";" "
"Schipluiden";"2006";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"";"";"";" "
"Schipluiden";"2007";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"";"";"";" "
"Schipluiden";"2008";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"";"";"";" "
"Schipluiden";"2009";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"";"";"";" "
"Schipluiden";"2010";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"";"";"";" "
"Schipluiden";"2011";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"";"";"";" "
"Schipluiden";"2012*";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"";"";"";" "
"Schoonhoven";"2002";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";"0608";"Zuid-Holland";"Matig stedelijk";"12091"
"Schoonhoven";"2003";"493";"245";"22";"1";"59";"70";"25";"4";"1";"-";"-";"-";".";".";"1";"47";"4";"-";"0";"2";"6";".";"4";"-";"-";"0";"-";"1";"0608";"Zuid-Holland";"Matig stedelijk";"12254"
"Schoonhoven";"2004";"512";"262";"30";"1";"47";"74";"26";"5";"1";"-";"-";"-";".";".";"1";"37";"4";"-";"1";"5";"10";".";"7";"-";"0";"0";"-";"1";"0608";"Zuid-Holland";"Matig stedelijk";"12303"
"Schoonhoven";"2005";".";"253";"36";".";"56";".";".";"5";".";"-";"-";"-";".";".";"4";".";"2";"-";"1";"6";"12";".";"17";"-";"-";"0";"-";".";"0608";"Zuid-Holland";"Matig stedelijk";"12284"
"Schoonhoven";"2006";".";"237";"19";".";"62";"78";"25";"5";".";"-";"-";"-";".";".";".";".";"-";"-";".";".";".";".";".";"-";"-";"-";".";".";"0608";"Zuid-Holland";"Matig stedelijk";"12215"
"Schoonhoven";"2007";"530";"231";"44";"6";"80";"82";"25";"6";"2";"-";"-";"-";"-";"-";"2";"14";"-";"-";"1";"6";"18";"2";"11";"-";"0";"0";"-";"-";"0608";"Zuid-Holland";"Matig stedelijk";"12189"
"Schoonhoven";"2008";"530";"230";"35";"3";"76";"88";"29";"6";"2";"-";"-";"-";"-";"-";".";"11";"-";"-";"1";"5";"19";"4";"13";"1";"0";"0";"-";"3";"0608";"Zuid-Holland";"Matig stedelijk";"12132"
"Schoonhoven";"2009";"497";"232";"28";"6";"77";"80";"24";"6";"1";"-";"-";"1";"-";"-";"3";"12";"-";"-";"1";"3";"10";".";"9";"1";"0";"0";"-";"-";"0608";"Zuid-Holland";"Matig stedelijk";"12001"
"Schoonhoven";"2010";"498";"218";"29";"15";"80";"77";"30";"6";"1";"-";"-";"6";"-";"-";"4";"20";"-";"-";"1";"2";"3";"0";"2";".";".";"0";"-";"2";"0608";"Zuid-Holland";"Matig stedelijk";"11985"
"Schoonhoven";"2011";"519";"225";"27";"1";"79";"78";"29";"6";"3";"-";"-";"7";"-";"-";"4";"31";"-";"-";".";"3";"14";"2";"7";".";"1";"0";"-";"2";"0608";"Zuid-Holland";"Matig stedelijk";"11922"
"Schoonhoven";"2012*";"518";"222";"22";"1";"79";"71";"25";"6";"1";"-";"-";"7";"-";"-";".";"35";"-";"-";"1";"4";"18";"2";"14";".";"0";"0";"-";"3";"0608";"Zuid-Holland";"Matig stedelijk";"11814"
"Schouwen-Duiveland";"2002";"825";"300";"102";"-";"167";"78";"25";"1";"2";"-";"-";"-";".";".";"6";"30";"-";"-";"1";"7";"34";".";"61";"-";"2";"0";"10";"-";"1676";"Zeeland";"Niet stedelijk";"34500"
